 text class_label
37693 "Word on the street is The Hardy Boyz are returning tonight. I'm gonna Swanson Bomb some n. #WrestleMania" normal
37694 "30 questions for Pepsi about its protest imagery-inspired soda commercial: https://t.co/0drOiVEAYp via @BrowBeat" normal
37697 "The co-hosts of @TheRealDaytime are navigating through some really turbulent waters of their past. Some real hurt is displayed. #TheReal" normal
37698 "@realPOSULLIVAN His corsi is bad which means he's bad. His great penalty killing doesn't matter because his corsi i… https://t.co/knhkqvy29t" hateful
37699 "If you had to be stuck as any fairytale protagonist... — princess and the pea!! all she had to do was rest a... https://t.co/pX4soGW3oF" normal
37702 "Thx @BarackObama for your public service to the US people &amp; the world. Keep fighting for the world’s most vulnerable &amp; be a #GlobalCitizen" normal
37703 "So Sarasota County wants to put heavy INDUSTRY on a two lane neighborhood road that is already in FAIL mode - the o… https://t.co/5cijEPloM8" normal
37705 "Seahawks QB Trevone Boykin Arrested Again On Warrant - https://t.co/8uTO7wkg6W https://t.co/dFW76SQ2ff" normal
37706 "@SatinwithLatin @SecondCherry @Alleninvest @DMiliband @christinalamb both, just as it is in it, will be out of it." normal
37707 "Spring is a perfect time to spark romance with a proposal or by upgrading your engagement ring 💍❤️🌹#CustomRing… https://t.co/cbRAHXrefU" normal
37708 "1 tweep followed (thank you!) and nobody unfollowed me in the past week. Thank you https://t.co/Pgv0QFBWOB." normal
37709 "Thursday's Top 5 Stories: Mobster Pleads, Bears Come Out, Pita Bread Exec Indicted https://t.co/34c39ZTQbX" normal
37710 "FD 50: Basic Apparel Construction - Karen Kurtz | Art &amp;... https://t.co/DCZrh7RJXV #ArtampArchitecture https://t.co/HHkkd6GagW" spam
37713 "@marieallaaaa @Quese_Nhisprime @ATM_Monstar @FinessaFinessed @PoloFromVERNON @SGBATMAN04 @KidWond3RBeatz 
This go b… https://t.co/TiRn4IQS3k" normal
37715 "#Tenerife/East Apr 07 10:00 Temperature 20C nearly cloudless Wind N 17 km/h  Humidity 51% Spain .. https://t.co/vWwGbxHyRK" normal
37717 "July 20-23 Mark Ur Calendar! ((2017 @FleetDjs @FLEETMODELS  #MUSIC CONFERENCE  In Raleigh,NC))
@FDjconference" normal
37721 "Latest Tech News : CIA operations may be disrupted by new Wikileaks' data release - https://t.co/QiMzsUlxpW" normal
37722 "@kennylull Vulkites made it in. Quicksilver Potion on the Duardin Lord and he kills 8 Vulkites - bad start." normal
37723 "@DamagedDurinson herself] He has always wrongly thought of himself as less than Fíli, not important to anyone but… https://t.co/w4UG74nKum" normal
37724 "@alex_waweru The #MadridDerby highlights a huge weekend LIVE on SuperSport.
TV Guide -&gt; https://t.co/gzHm96Xp0f  https://t.co/4cAywVVML2" spam
37730 "@FartHog69 @Devine511 @Shmarya @NormEisen No. Loudly condemning the use of sarin is in no way a cry for war. You an… https://t.co/VuNPJDejpO" normal
37734 "SOS: does anyone wanna lend me some hella cute outfits for my senior pictures? Either that or I'm wearing tshirts 🙂" normal
37736 "@Alioune85 So it could take a while for final changes to be public. But most, if not all loketest2 changes are live https://t.co/s5yRURdpC1" normal
37738 "Start your day with this amazing jam : @Kayjay_live X @Shaydeeboi  - Work &amp; Pray https://t.co/m2qLLYm9IA  https://t.co/CuRrf61wqQ" spam
37739 "Malusi Mr Bling Gigaba a finance Minister really, he is going to buy himself expensive suits and his wife bouquets of flowers now and then" normal
37741 "#LEARN #ELEARNING PHP MySQL database connections - Udemy https://t.co/WCCB1FTb0r Learn to connect to a MySQL database with PHP code how to…" spam
37742 "@UNGRADIOSTATION Home for the #Indy #Artist tune in https://t.co/z3LzsYWND6 @greedyent Coming Up Shortly @JIJISWEET… https://t.co/bHQJyiXTY9" normal
37743 "@GovMikeHuckabee @LindaSuhler On April Fool's day, each MSM outlet produce one REAL news item. Your job is to find it. 😂" normal
37744 "@secupp I guess conservatism and Trumpasim rhyme very well together….
Seriously, you receive Trump’s tweets!!! 
What a low personality?" normal
37745 "I hope you get everything you wanted and that you chose, i hope that its the realest thing that you ever know" hateful
37746 "Jim criticisms of the EU have some merit but he's capitulated completely and uncritically to weak UK arguments. Dis… https://t.co/rskpsEz52E" normal
37747 "You might wish a friend or partner would lighten up a little t... More for Scorpio https://t.co/PivSjOqI8F" spam
37749 "Today is more reason for all 🇿🇦to be more vigilant.

#ANC got us here and we need to vote #ANC out of power in 2019 
 
#CabinetReshuffle" normal
37751 "@charts_ariana @radiodisney Doze
DANGEROUS ON RDMA #ArianaGrande #ShesTheOne @radiodisney https://t.co/HvFZKKuhdc" spam
37754 "@douradobot @pharoahyt @Tips_CE @MktgSciencesA @TM_CE @waltque @camaleon271 @LoveBarbados @passion2pract @RichPitts This is great at ?" normal
37755 "Like it is innocence by reason of insanity, but when villains keep escaping and committing terrorism, you may want to look past that😂😂" normal
37757 "@TimOBrien @ChrisCuomo @latimes Partisan @latimes talking crap. Where were they with the Obama train wreck? #worsepresidentever" abusive
37758 "@MegaSoapGH Cause NOW liz told him something. All could have been avoided if she got him help as soon as he came ho… https://t.co/h9sW7W97ST" normal
37759 "@kvngmark_ Club football is back with a huge lineup of games on SuperSport. Get the fixtures here.
https://t.co/a4BAAKCxCV" normal
37761 "Tina Brown On The Future Of Feminism - Something changed over the last few months—for the country, women, and f... https://t.co/4fxkOyzEwl" normal
37762 "#NowPlaying  Sixty Days by  Matthew Huff.  Listen on https://t.co/beD04st5oy  Stream https://t.co/d1gncMyqHI #Country" normal
37767 "#happybirthdaydaniel 
Happy birthday @SeaveyDaniel  Your talent, looks &amp; smile lights up my day❤ Have fun celebrating!
Make it one 2remember" normal
37769 "Why are you bothering to mess with $TWTR minutia @jack @anthonynoto?Need 100% focus on biz/revenue model!!!!!!!!!!!… https://t.co/wXYCQTR8K0" hateful
37770 "11 people followed me and 11 people unfollowed me // automatically checked by https://t.co/zzuxsjsJeP" spam
37771 "Pretty wild yet sensical...that the exact moment &amp; location of our entrance into this life determines our destiny.." normal
37772 "@BioticOperative &lt;eyes her, hesitating and obviously enjoying her closeness. He then turns his head&gt; I need the cre… https://t.co/WPgPAtHfoB" normal
37773 "#RspcaSussex,BrightonEastGrinstead Nadia: 4 years, spayed female, Cross breed. Read Blog: https://t.co/T9k4NUR98a" normal
37775 "LewishamCouncil Will you be spending time in #beckenhamplacepark over the Easter break? Why not take some photos a… https://t.co/zDA930g4SM" normal
37777 "@sahouraxo @BaFana3 People literally died of sarin. This situation is way different than a maybe. We also caught an… https://t.co/Vwmg6MuXZ4" normal
37778 "It's probably bad that I assume Bannon stepping down from National Security Council has something to do with Russia investigation" normal
37780 "GlassWire review: This free network security tool tells all about your network https://t.co/uEwj3bkWta via @pcworld" normal
37783 "G Garvin is coming to 2017 GTBank Food and Drink Fair this April https://t.co/mDLVsT6MUQ https://t.co/WHN0puZUK7" normal
37784 "#ishqbaaaz Code word Babloo&amp; Oye oye didnt work?,CVs like making ANika Pappu i guess reemebr in TIA case how many t… https://t.co/HtFq0ReKBJ" normal
37787 "New Honker hoodies headed out! Same day service. We probably don't thank you all enough for… https://t.co/rKB81OtJS3" spam
37788 "Reuters: Baghdad says U.S. pledges continued support for Iraq's war against IS: BAGHDAD… https://t.co/MEo7COqm9X" normal
37789 "Former US Attorney: Susan Rice Ordered Spy Agencies To Produce ‘Detailed Spreadsheets’ Involving Trump https://t.co/Vz7TTxC54z" normal
37791 "Just imagine how these kids feel. Most of them don't know a life without war. Imagine losing 19 family members in one day." normal
37792 "This dude walked in the lab high as hell and just started writing his essay with a smile😂 get it gurrll" abusive
37793 "Like limits on political donations, an issue the independent commission should be handed IMO #bcpoli https://t.co/6lf1DNVf7V" normal
37794 "Be careful, Cisco Mobility Express is shipped with some Cisco Aironet devices has a hard-coded password. Fix it!… https://t.co/uSNlIArFlo" normal
37795 "Events profs - Hashtag your onsite Instagram pics with #wranglersonsite and we'll repost it to all our followers… https://t.co/lZtmE5qdA9" spam
37796 "https://t.co/FVCPhzBKAq - Professional Centennial's Top House Painters and Paintin... https://t.co/bMbUaqh3d0" spam
37797 "@LocusSK @TheRealJawshhh @AriAhri @CosmicCosmology it's amazing i'm so happy i started it masar chroltone" normal
37800 "I am hoping to get into some Toilet Trouble with @HasbroCA and @KnitWitShair #canwin https://t.co/y8Zy9oBJal" normal
37801 "Gråbo Weather Data 08:00 AM Temperature:5.1oC Humidity:79 Wind Gust:0.0 m/s Dir: SSW Rain today:  0 mm This month:0… https://t.co/fg0gOfVJZt" normal
37802 "Check out the Tiger Tops Newsletter for March 2017 -  https://t.co/jFpSz2PmDK  #tigertops #elephantcamp" spam
37803 "Congratulations to @jebbahay7  and Dr. Coleman for their elections to student rep and secretary/treasury for SRHC!… https://t.co/iqUvcpS8Si" normal
37804 "We are dedicated to helping #youth build their future through #education https://t.co/8ptbfoQU4Y #school" normal
37807 "@lauraknight13 Brilliant - do not use in pregnant cows and best if pregnant women don't handle product either #VetFinals" normal
37808 "@mrbuntyking True - but it's still more work for followers to see the whole fluidity of the conversation. Oh well.… https://t.co/r2r8fyczrl" normal
37809 "You're more interested in the act of creation today than you a... More for Gemini https://t.co/mI9tNzDQEa" normal
37811 "@SarahAnDerRuhr @RichardSHarmon @lnmuir Richard has amazing talent to make us feel exactly what his character feels… https://t.co/SBWlAmAoI6" normal
37813 "Found a Transponder Snail!
Luffy struggles to overcome his brother's death.
https://t.co/6AINn0kIoj https://t.co/oPkEjNmtDK" normal
37815 "But heartbreaks are worse at night when in bed alone. Hey 🙆🙆 I do not miss those days. The chest actually pains 😂😂😂" normal
37816 "NUKING THE SENATE FILIBUSTER and 60-Votes rules, launching 59  missiles.

GOP launches a pro-Corp Judge at SCOTUS
https://t.co/3SjMQVlth2" normal
37819 "@AlKautharCanada @AlKautharWorld Waeeyaqum and our pleasure to have supporters like you on board Alhamdulillah  🍒😊🍓" normal
37822 "Behind the scenes of a special project with @fa_attanasio &amp; @GresyDaniilidis. Coming soon... https://t.co/VoFlbPeEwZ" spam
37826 "#JohnWilliams famous ⚡️ “This is what Henry Cavill looks like in Christopher Reeve's Superman suit”

https://t.co/laY9ipjIRK" normal
37827 "PM at the 80th anniversary celebrations of the Brahma Kumaris family via video conferencing

via NMApp" normal
37831 "ACADEMY | Our U18s took three points from their trip to Blackburn last weekend... https://t.co/UdmC0KL9iJ https://t.co/IMHgWICQqb" normal
37832 "https://t.co/omDAkrHO7W Luke Bryan Swoons At The ACMs With A Gorgeous Performance Of ‘Fast’ https://t.co/2QMrTha7Pv… https://t.co/BZvGrw3W8X" normal
37835 "@qweenchi I’m not a hater. I honestly thought it was crap. The white family luring black guys to their remote home… https://t.co/W0kFcvGVGt" hateful
37837 "179 amazing followers in the last week and there will be more tomorrow. Growing with https://t.co/vb5n8gDL9E" normal
37838 "Model @rachelc00k  
Photo by @meganeclaire - 
#lingerie #glamour #lingeriemodel #sensual… https://t.co/7Y92A3qRMP" normal
37839 "About that GOP health reform, it was no big deal for health-care stocks in the first quarter https://t.co/XImEJtYBNR #cnbc #topnews" normal
37841 "Such a lovely night in Mr Browning's residence! Team Gambia 2016 reunion!! Amazing food and company!! @SGLink https://t.co/zvHUEjtAN4" normal
37842 "@shubnaa Yeah she is a proper cow, but for some reason I can't stop watching. I just wanna know what Clay's tape says tbh lol" hateful
37843 "Tea For Two wins the #Aintree Bowl from Cue Card. What a performance! https://t.co/HD1FxLlyxe ▶️ https://t.co/jysZrRjtjJ" normal
37844 "If you haven't voted on my pinned tweet yet please go to my profile and do so!! 💋 https://t.co/6bOiJOeQcl" normal
37846 "I believe you, Danielle. Thank you, Teen Vogue for sharing this story. #SAAM https://t.co/6aiesbA5yL" normal
37847 "Attacking an airfield but not damaging runways is like ordering a pizza but only eating the receipt." normal
37849 "[Olney] Snorlax (M)  until 10:40:44PM at 5222 N 2nd St https://t.co/5GPSmjFEGq https://t.co/c3xkds1WH8" spam
37850 "@Jboyce0312 Nnnnnnnnnnnn...........damn it.  Maybe at the end of the book, and maybe as a gift for Killer's dau...OOPS!  😏😏😏" normal
37852 "Five days remain to purchase Adult Easter Egg Hunt tickets in advance at $7.50. After the close of business hours... https://t.co/VTjr5b1yXs" spam
37854 "Hey Guys!! Check out our Sister Tag video!!! YAZ!! we sisters!!! Also check out our YouTube channel... https://t.co/kwJdP2724x" spam
37855 "@JoyAnnReid @BuzzFeed His job was to get the NSA back to doing it's core mission. The Rice/Obama scandal has shown how it strayed." normal
37857 "im sorry to you guys ; ; also, jokes may take too far and base was just doing his thing so im not blaming anyone. i… https://t.co/17dIP8osW5" normal
37861 "I may have rolled in somethin yukky and also wet. The doggie wet wipes are out and I smell bootiful." normal
